voucher_id,haul,strata,tax,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_species,pre_taxid,gb_coi,bold_coi,gb_16s,blast_coi_id,blast_coi_ap,bold_coi_id,bold_coi_ap,blast_16s_id,blast_16s_ap,rev_tax,final_tax_phylum,final_tax_class,final_tax_order,final_tax_family,final_tax_genus,final_tax,final_taxid,bin,bin_congruence,evidence,accession_coi,accession_16s,bold_process_id
FC-22-104-01,104,34,Sabinea hystrix,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sabinea,Sabinea hystrix,1129393,1,1,0,Sabinea hystrix,"99,09",Sabinea hystrix,"99,39",NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Crangonidae,Sabinea,Sabinea hystrix,1129393,BOLD:AAF1709,concordant,multiple,OZ240512,NA,VMEFC300-25
FC-22-104-02,104,34,Bathypolypus sp.,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Bathypolypus,NA,85594,LTR,LTR,LTR,Bathypolypus bairdii,100,Bathypolypus bairdii,"99,85",Bathypolypus sp.,"99,81",NA,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Bathypolypus,Bathypolypus bairdii,638792,BOLD:ACZ0708,multiple,genetic,OZ240513,OZ238710,VMEFC301-25
FC-22-104-03,104,34,Stelletta rhaphidiophora,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,Stelletta rhaphidiophora,1006808,0,0,0,Stelletta lactea,"97,99",Stelletta lactea,"97,99",Geodia barretti,"90,36",cf. Stelletta sp. 1,Porifera,Demospongiae,Tetractinellida,Ancorinidae,Stelletta,cf. Stelletta sp. 1 MPL-2024,3384868,BOLD:AHJ8274,multiple,morphological,OZ240514,OZ238711,VMEFC302-25
FC-22-108-01,108,14,Hippasteria phrygiana,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,1,1,0,NA,NA,NA,NA,Hippasteria phrygiana,"99,82",NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Hippasteria,Hippasteria phrygiana,1277726,NA,concordant,multiple,NA,OZ238712,VMEFC303-25
FC-22-108-02,108,14,Diplopteraster multipes,Echinodermata,Asteroidea,Velatida,Pterasteridae,Diplopteraster,Diplopteraster multipes,465783,1,1,1,Diplopteraster multipes,"98,18",Diplopteraster multipes,100,Diplopteraster multipes,"99,48",NA,Echinodermata,Asteroidea,Velatida,Pterasteridae,Diplopteraster,Diplopteraster multipes,465783,BOLD:AAX9511,concordant,multiple,OZ240515,OZ238713,VMEFC304-25
FC-22-111-01,111,33,Terebratulina septentrionalis,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina septentrionalis,69648,0,0,1,Zygonaria davidsoni,80,No match,NA,Terebratulina septentrionalis,"98,73",NA,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina septentrionalis,69648,BOLD:AHI8673,multiple,multiple,OZ240516,OZ238714,VMEFC305-25
FC-22-114-01,114,30,Distichoptilum gracile,Cnidaria,Octocorallia,Scleralcyonacea,Protoptilidae,Distichoptilum,Distichoptilum gracile,361155,1,1,1,Distichoptilum gracile ,"99,7",Distichoptilum gracile,"99,7",Distichoptilum gracile,"98,54",NA,Cnidaria,Octocorallia,Scleralcyonacea,Protoptilidae,Distichoptilum,Distichoptilum gracile,361155,BOLD:ACB6157,concordant,multiple,OZ240517,OZ238715,VMEFC306-25
FC-22-114-02,114,30,Zoroaster fulgens,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Zoroaster,Zoroaster fulgens,231629,1,0,1,Zoroaster ophiactis ,"97,26",No match,NA,Zoroaster ophiactis,"99,83",NA,Echinodermata,Asteroidea,Forcipulatida,Zoroasteridae,Zoroaster,Zoroaster fulgens,231629,BOLD:AHI8260,concordant,multiple,OZ240518,OZ238716,VMEFC307-25
FC-22-114-03,114,30,Cirrothauma murrayi,Mollusca,Cephalopoda,Octopoda,Cirroteuthidae,Cirrothauma,Cirrothauma murrayi,61702,1,1,1,Stauroteuthis syrtensis ,"99,7",Stauroteuthis syrtensis ,"99,69",Stauroteuthis syrtensis,"98,95",NA,Mollusca,Cephalopoda,Octopoda,Stauroteuthidae,Stauroteuthis,Stauroteuthis syrtensis,61746,BOLD:AAJ5099,concordant,genetic,OZ240519,OZ238717,VMEFC308-25
FC-22-114-04,114,30,Cirrothauma murrayi,Mollusca,Cephalopoda,Octopoda,Cirroteuthidae,Cirrothauma,Cirrothauma murrayi,61702,1,1,1,Stauroteuthis syrtensis ,"99,03",Stauroteuthis syrtensis ,"99,34",Stauroteuthis syrtensis,"99,8",NA,Mollusca,Cephalopoda,Octopoda,Stauroteuthidae,Stauroteuthis,Stauroteuthis syrtensis,61746,BOLD:AAJ5099,concordant,genetic,OZ240520,OZ238718,VMEFC309-25
FC-22-116-01,116,29,Pennatula aculeata,Cnidaria,Octocorallia,Scleralcyonacea,Pennatulidae,Pennatula,Pennatula aculeata,1399332,1,1,1,Pennatula cf. aculeata ,"99,84",Pennatula aculeata,100,Pennatula aculeata,100,NA,Cnidaria,Octocorallia,Scleralcyonacea,Pennatulidae,Pennatula,Pennatula aculeata,1399332,BOLD:ACM3244,concordant,multiple,OZ240521,OZ238719,VMEFC310-25
FC-22-116-02,116,29,Mysidae,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA,79901,LTR,LTR,LTR,Crustacea sp.,"86,3",No match,NA,Iridopagurus reticulatus,"82,22",Boreomysis arctica,Arthropoda,Malacostraca,Mysida,Mysidae,NA,Boreomysis (Boreomysis) arctica,419502,BOLD:AHJ5774,multiple,morphological,OZ240522,OZ238720,VMEFC311-25
FC-22-116-03,116,29,Mysidae,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA,79901,LTR,LTR,LTR,Crustacea sp.,"86,3",No match,NA,Pagurus perlatus,"82,35",Boreomysis arctica,Arthropoda,Malacostraca,Mysida,Mysidae,NA,Boreomysis (Boreomysis) arctica,419502,BOLD:AHJ5774,multiple,morphological,OZ240523,OZ238721,VMEFC312-25
FC-22-116-04,116,29,Mysidae,Arthropoda,Malacostraca,Mysida,Mysidae,NA,NA,79901,LTR,LTR,LTR,Crustacea sp.,"86,34",No match,NA,Pagurus perlatus,"82,35",Boreomysis arctica,Arthropoda,Malacostraca,Mysida,Mysidae,NA,Boreomysis (Boreomysis) arctica,419502,BOLD:AHJ5774,multiple,morphological,OZ240524,OZ238722,VMEFC313-25
FC-22-116-05,116,29,Bathybiaster vexillifer,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Bathybiaster,Bathybiaster vexillifer,3254325,0,1,0,NA,NA,NA,NA,Bathybiaster loripes,"98,98",NA,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Bathybiaster,Bathybiaster vexillifer,3254325,NA,concordant,morphological,NA,OZ238723,VMEFC314-25
FC-22-116-06,116,29,Pontophilus norvegicus,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus norvegicus,587160,1,1,1,Pontophilus norvegicus,"99,49",Pontophilus norvegicus,"99,83",NA,NA,NA,Arthropoda,Malacostraca,Decapoda,Crangonidae,Pontophilus,Pontophilus norvegicus,587160,BOLD:AAF7822,concordant,multiple,OZ240525,NA,VMEFC315-25
FC-22-116-07,116,29,Funiculina quadrangularis,Cnidaria,Octocorallia,Scleralcyonacea,Funiculinidae,Funiculina,Funiculina quadrangularis,68568,1,1,1,Funiculina sp.,100,Funiculina quadrangularis,100,Funiculina quadrangularis,"99,41",NA,Cnidaria,Octocorallia,Scleralcyonacea,Funiculinidae,Funiculina,Funiculina quadrangularis,68568,BOLD:ACH6793,concordant,multiple,OZ240526,OZ238724,VMEFC316-25
FC-22-117-01,117,19,Pasiphaea multidentata,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea multidentata,587158,1,1,1,Pasiphaea multidentata ,"99,38",Pasiphaea multidentata,"99,53",Pasiphaea multidentata,"99,53",NA,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea multidentata,587158,BOLD:AAB9240,concordant,multiple,OZ240527,OZ238725,VMEFC317-25
FC-22-117-02,117,19,Pasiphaea multidentata,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea multidentata,587158,1,1,1,Pasiphaea multidentata ,"99,85",Pasiphaea multidentata,100,Pasiphaea multidentata,100,NA,Arthropoda,Malacostraca,Decapoda,Pasiphaeidae,Pasiphaea,Pasiphaea multidentata,587158,BOLD:AAB9240,concordant,multiple,OZ240528,OZ238726,VMEFC318-25
FC-22-117-03,117,19,Gonatus fabricii,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,Gonatus fabricii,93047,1,1,0,Gonatus steenstrupi,"99,84",Gonatus steenstrupi,100,Gonatus fabricii,100,NA,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,Gonatus fabricii,93047,BOLD:AAB0336,concordant,multiple,OZ240529,OZ238727,VMEFC319-25
FC-22-117-04,117,19,Ophiopleura inermis,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiopleura,Ophiopleura inermis,1815192,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-117-05,117,19,Terebellidae,Annelida,Polychaeta,Terebellida,Terebellidae,NA,NA,32261,LTR,LTR,LTR,Potamilla cf. neglecta,"82,48",No match,NA,Pseudopotamilla reniformis,"83,78",Sabellidae,Annelida,Polychaeta,Sabellida,Sabellidae,NA,Sabellidae sp. MPL-2024,3384852,BOLD:AHI9267,multiple,morphological,OZ240530,OZ238728,VMEFC320-25
FC-22-117-06,117,19,Actinostola sp.,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,NA,478379,LTR,LTR,LTR,Actinostola georgiana ,100,Actinostola sp.,100,NA,NA,Actinostola callosa,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,Actinostola callosa,2887286,BOLD:AAP1192,multiple,multiple,OZ240531,NA,VMEFC321-25
FC-22-120-01,120,11,Lithodes maja,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes maja,174393,1,1,1,Lithodes maja,100,Lithodes maja,100,Lithodes maja,"99,81",NA,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes maja,174393,BOLD:AAD4025,concordant,multiple,OZ240532,OZ238729,VMEFC322-25
FC-22-120-02,120,11,Lithodes maja,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes maja,174393,1,1,1,Lithodes maja,100,Lithodes maja,100,Lithodes maja,"99,6",NA,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,Lithodes maja,174393,BOLD:AAD4025,concordant,multiple,OZ240533,OZ238730,VMEFC323-25
FC-22-124-01,124,10,Benthopectinidae,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,NA,NA,360087,LTR,LTR,LTR,Pontaster tenuispinus ,"99,54",Pontaster tenuispinus,"99,5",Cheiraster (Luidiaster) antarcticus,"93,74",NA,Echinodermata,Asteroidea,Paxillosida,Benthopectinidae,NA,Pontaster tenuispinus,1037279,BOLD:AAF0422,multiple,genetic,OZ240534,OZ238731,VMEFC324-25
FC-22-124-02,124,10,Ophiopholis aculeata,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,1,1,1,Ophiopholis aculeata,100,Ophiopholis aculeata,100,NA,NA,NA,Echinodermata,Ophiuroidea,Amphilepidida,Ophiopholidae,Ophiopholis,Ophiopholis aculeata,35052,BOLD:AAA9003,multiple,multiple,OZ240535,NA,VMEFC325-25
FC-22-127-01,127,5,Hyas coarctatus,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,Hyas coarctatus,362706,1,1,1,Hyas coarctatus,"99,24",Hyas coarctatus,"99,23",Hyas araneus,"99,58",Hyas alutaceus,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Hyas,Hyas alutaceus,361633,BOLD:AAA9922,multiple,multiple,OZ240536,OZ238732,VMEFC326-25
FC-22-128-01,128,10,Leptychaster arcticus,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,0,1,0,Paxillosida sp.,"98,57",Leptychaster arcticus,"99,84",Leptychaster propinquus,"95,01",NA,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Leptychaster,Leptychaster arcticus,3048001,BOLD:AHJ0917,multiple,morphological,OZ240537,OZ238733,VMEFC327-25
FC-22-128-02,128,10,Ceramaster granularis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,0,0,0,NA,NA,NA,NA,Ceramaster patagonicus,100,NA,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,NA,concordant,morphological,NA,OZ238734,VMEFC328-25
FC-22-128-03,128,10,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Hormathiidae sp.,"99,69",Actinauge sp.,"99,84",NA,NA,Hormathia digitata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Hormathia,Hormathia digitata,1163372,BOLD:AAF8957,multiple,morphological,OZ240538,NA,VMEFC329-25
FC-22-128-04,128,10,Colus holboelli,Mollusca,Gastropoda,Neogastropoda,Neogastropoda,Colus,Colus holboelli,2831785,1,1,1,Colus holboelli ,"95,99",No match,NA,Eosipho smithi,"95,87",Colus sp.,Mollusca,Gastropoda,Neogastropoda,Neogastropoda,Colus,Colus sp. MPL-2024,3384850,BOLD:AHJ3860,concordant,morphological,OZ240539,OZ238735,VMEFC330-25
FC-22-128-05,128,10,Neptunea despecta,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,Neptunea despecta,620489,1,1,1,Neptunea phoenicea,"95,92",No match,NA,Neptunea despecta,"98,63",Neptunea cf. despecta,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Neptunea,Neptunea cf. despecta,620489,BOLD:AHJ0452,multiple,multiple,OZ240540,OZ238736,VMEFC331-25
FC-22-128-06,128,10,Actiniaria,Cnidaria,Hexacorallia,Actiniaria,NA,NA,NA,6103,LTR,LTR,LTR,Liponema brevicorne,100,Bolocera sp.,100,NA,NA,Liponema multicorne,Cnidaria,Hexacorallia,Actiniaria,Liponematidae,Liponema,Liponema multicorne,478406,BOLD:AAG1974,multiple,multiple,OZ240541,NA,VMEFC332-25
FC-22-131-01,131,15,Polymastia hemisphaerica,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia hemisphaerica,3295023,0,0,0,Polymastia hemisphaerica,100,Polymastia hemisphaerica,100,NA,NA,NA,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia hemisphaerica,3295023,BOLD:ACQ6272,concordant,multiple,OZ240542,NA,VMEFC333-25
FC-22-131-02,131,15,Ascidiacea,Chordata,Ascidiacea,NA,NA,NA,NA,7713,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-131-03,131,15,Astarte sp.,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,NA,98290,LTR,LTR,LTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-131-04,131,15,Bathyarca sp.,Mollusca,Bivalvia,Arcida,Arcidae,Bathyarca,NA,1421189,LTR,LTR,LTR,Bathyarca pectunculoides,"99,15",Bathyarca pectunculoides,"99,13",NA,NA,NA,Mollusca,Bivalvia,Arcida,Arcidae,Bathyarca,Bathyarca pectunculoides,1421190,BOLD:ACT0322,multiple,genetic,OZ240543,NA,VMEFC334-25
FC-22-131-05,131,15,Actinostola sp.,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,NA,478379,LTR,LTR,LTR,Actinostola georgiana ,100,Actinostola sp.,100,NA,NA,Actinostola callosa,Cnidaria,Hexacorallia,Actiniaria,Actinostolidae,Actinostola,Actinostola callosa,2887286,BOLD:AAP1192,multiple,multiple,OZ240544,NA,VMEFC335-25
FC-22-131-06,131,15,Todarodes sagittatus,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Todarodes,Todarodes sagittatus,200939,1,1,0,Todarodes sagittatus ,100,Todarodes sagittatus,100,Todarodes pacificus,"96,67",NA,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Todarodes,Todarodes sagittatus,200939,BOLD:ABW8939,concordant,multiple,OZ240545,OZ238737,VMEFC336-25
FC-22-132-01,132,28,Nephtheidae,Cnidaria,Octocorallia,Malacalcyonacea,Nephtheidae,NA,NA,51108,LTR,LTR,LTR,Muriceopsis flavida,"82,69",No match,NA,Anthomastus sp.,"82,5",Pseudodrifa sp.,Cnidaria,Octocorallia,Malacalcyonacea,Capnellidae,Pseudodrifa,Pseudodrifa sp.,3097313,BOLD:AHJ0458,multiple,morphological,OZ240546,OZ238738,VMEFC337-25
FC-22-132-02,132,28,Terebratulina septentrionalis,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina septentrionalis,69648,0,0,1,Eremochelis nudus,"79,13",No match,NA,Terebratulina septentrionalis,"99,58",NA,Brachiopoda,Rhynchonellata,Terebratulida,Cancellothyrididae,Terebratulina,Terebratulina septentrionalis,69648,BOLD:ADG5595,multiple,multiple,OZ240547,OZ238739,VMEFC338-25
FC-22-133-01,133,30,Acanthogorgia sp.,Cnidaria,Octocorallia,Malacalcyonacea,Paramuriceidae,Acanthogorgia,NA,44189,LTR,LTR,LTR,Acanthogorgia armata,100,Acanthogorgia granulata,100,Euplexaura crassa,"99,41",NA,Cnidaria,Octocorallia,Malacalcyonacea,Paramuriceidae,Acanthogorgia,Acanthogorgia sp. MPL-2024,3384842,BOLD:AAH8240,concordant,multiple,OZ240548,OZ238740,VMEFC339-25
FC-22-134-01,134,30,Tentorium semisuberites,Porifera,Demospongiae,Polymastiida,Polymastiidae,Tentorium,Tentorium semisuberites,942699,1,1,0,Tentorium semisuberites ,"97,26",Tentorium semisuberites,"97,25",NA,NA,NA,Porifera,Demospongiae,Polymastiida,Polymastiidae,Tentorium,Tentorium semisuberites,942699,BOLD:AGD0362,multiple,multiple,OZ240549,NA,VMEFC340-25
FC-22-134-02,134,30,Neognathophausia gigas,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia,Neognathophausia gigas,419497,1,1,0,Neognathophausia gigas,"97,5",Gnathophausia gigas,"97,62",NA,NA,Neognathophausia gigas,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia,Neognathophausia gigas,419497,BOLD:AAE0115,multiple,morphological,OZ240550,NA,VMEFC341-25
FC-22-136-01,136,22,Meningodora mollis,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Meningodora,Meningodora mollis,1582872,1,1,1,Meningodora mollis ,"98,87",Meningodora mollis,"99,49",Meningodora mollis,"98,55",NA,Arthropoda,Malacostraca,Decapoda,Acanthephyridae,Meningodora,Meningodora mollis,1582872,BOLD:AAE2090,concordant,multiple,OZ240551,OZ238741,VMEFC342-25
FC-22-136-02,136,22,Myxaster sol,Echinodermata,Asteroidea,Velatida,Myxasteridae,Myxaster,Myxaster sol,1277727,1,1,1,Myxaster sol,"99,8",Myxaster sol,"99,79",Myxaster sol,"99,82",NA,Echinodermata,Asteroidea,Velatida,Myxasteridae,Myxaster,Myxaster sol,1277727,BOLD:AEH7938,concordant,multiple,OZ240552,OZ238742,VMEFC343-25
FC-22-136-03,136,22,Astarte sp.,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,NA,98290,LTR,LTR,LTR,Astarte sulcata,"92,92",No match,NA,NA,NA,Astarte cf. sulcata,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,Astarte cf. sulcata MPL-2024,3384878,BOLD:AHJ5891,multiple,morphological,OZ240553,NA,VMEFC344-25
FC-22-136-04,136,22,Buccinum sp.,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,NA,37540,LTR,LTR,LTR,Buccinum undatum,"97,87",Buccinum cyaneum,"98,03",Buccinum cyaneum,"99,24",Buccinum cf. hydrophanum,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Buccinum,Buccinum cf. hydrophanum MPL-2024,3384879,BOLD:AHJ6776,concordant,morphological,OZ240554,OZ238743,VMEFC345-25
FC-22-136-05,136,22,Acanthogorgia sp.,Cnidaria,Octocorallia,Malacalcyonacea,Paramuriceidae,Acanthogorgia,NA,44189,LTR,LTR,LTR,Acanthogorgia spissa,100,Acanthogorgia granulata,100,NA,NA,NA,Cnidaria,Octocorallia,Malacalcyonacea,Paramuriceidae,Acanthogorgia,Acanthogorgia sp. MPL-2024,3384842,BOLD:AAH8240,concordant,multiple,OZ240555,NA,VMEFC346-25
FC-22-136-06,136,22,Mediaster bairdi,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Mediaster bairdi,655526,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-136-07,136,22,Periphylla periphylla,Cnidaria,Scyphozoa,Coronatae,Periphyllidae,Periphylla,Periphylla periphylla,880221,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FC-22-136-08,136,22,Bathybiaster vexillifer,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Bathybiaster,Bathybiaster vexillifer,3254325,0,1,0,Astropectinidae sp. ,100,Bathybiaster vexillifer,100,Bathybiaster loripes,"99,15",NA,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Bathybiaster,Bathybiaster vexillifer,3254325,BOLD:ABZ6380,concordant,multiple,OZ240556,OZ238744,VMEFC347-25
FC-22-136-09,136,22,Atolla sp.,Cnidaria,Scyphozoa,Coronatae,Atollidae,Atolla,NA,86042,LTR,LTR,LTR,Atolla wyvillei,"98,59",Atolla wyvillei,"99,62",NA,NA,NA,Cnidaria,Scyphozoa,Coronatae,Atollidae,Atolla,Atolla sp. MPL-2024,3384849,BOLD:AAG4832,concordant,multiple,OZ240557,NA,VMEFC348-25
FC-22-136-10,136,22,Taonius pavo,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius,Taonius pavo,559551,1,1,1,Taonius pavo,"99,7",Taonius pavo,"99,69",Taonius pavo,100,NA,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Taonius,Taonius pavo,559551,BOLD:AAM9951,concordant,multiple,OZ240558,OZ238745,VMEFC349-25
FC-22-137-01,137,22,Neognathophausia gigas,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia,Neognathophausia gigas,419497,1,1,0,Neognathophausia gigas,"97,4",Gnathophausia gigas,100,NA,NA,Neognathophausia gigas,Arthropoda,Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia,Neognathophausia gigas,419497,BOLD:AAE0115,multiple,morphological,OZ240559,NA,VMEFC350-25
FC-22-137-02,137,22,Chiroteuthis veranii,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,Chiroteuthis veranii,61696,1,1,1,Chiroteuthis veranii ,"99,7",Chiroteuthis veranii ,100,Chiroteuthis veranii,100,NA,Mollusca,Cephalopoda,Oegopsida,Chiroteuthidae,Chiroteuthis,Chiroteuthis veranii,61696,BOLD:ACK5688,multiple,multiple,OZ240560,OZ238746,VMEFC351-25
FC-22-143-01,143,2,Histodermella kagigunensis,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Histodermella,Histodermella kagigunensis,3297255,0,0,0,NA,NA,NA,NA,Tethya citrina,"97,93",Tethya norvegica,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya norvegica,460388,NA,multiple,morphological,NA,OZ238747,VMEFC352-25
FC-22-143-02,143,2,Histodermella kagigunensis,Porifera,Demospongiae,Poecilosclerida,Coelosphaeridae,Histodermella,Histodermella kagigunensis,3297255,0,0,0,Tethya norvegica ,"99,84",Tethya norvegica ,"99,84",Tethya citrina,"98,27",Tethya norvegica,Porifera,Demospongiae,Tethyida,Tethyidae,Tethya,Tethya norvegica,460388,BOLD:ACH7554,multiple,multiple,OZ240561,OZ238748,VMEFC353-25
FC-22-154-01,154,5,Nudibranchia,Mollusca,Gastropoda,Nudibranchia,NA,NA,NA,70849,LTR,LTR,LTR,Colga villosa,100,Colga villosa,100,Triopha modesta,"90,91",NA,Mollusca,Gastropoda,Doridida,Polyceridae,Colga,Colga villosa,1798798,BOLD:ADR5558,concordant,genetic,OZ240562,OZ238749,VMEFC354-25
FC-22-162-01,162,10,Lophaster furcifer,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcifer,3253376,0,1,0,Lophaster furcilliger,"97,13",NA,NA,Lophaster furcilliger,"98,65",NA,Echinodermata,Asteroidea,Valvatida,Solasteridae,Lophaster,Lophaster furcifer,3253376,BOLD:ADF4204,concordant,multiple,OZ240563,OZ238750,VMEFC355-25
FC-22-162-02,162,10,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,54",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240564,NA,VMEFC356-25
FC-22-162-03,162,10,Hormathiidae,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,NA,NA,42824,LTR,LTR,LTR,Paraphelliactis xishaensis,"99,54",Actinauge sp.,100,NA,NA,Actinauge cristata,Cnidaria,Hexacorallia,Actiniaria,Hormathiidae,Actinauge,Actinauge cristata,3279625,BOLD:AAE3706,multiple,morphological,OZ240565,NA,VMEFC357-25
FC-22-162-04,162,10,Ceramaster granularis,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,0,0,0,Ceramaster cf. arcticus,"97,42",Ceramaster granularis,100,Ceramaster patagonicus,100,,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Ceramaster,Ceramaster granularis,3254089,BOLD:ACT3080,concordant,morphological,OZ240566,OZ238751,VMEFC358-25
FC-22-162-05,162,10,Stephanauge nexilis,Cnidaria,Hexacorallia,Actiniaria,Amphianthidae,Stephanauge,Stephanauge nexilis,1460104,1,1,0,Stephanauge nexilis,100,Stephanauge sp.,100,NA,NA,NA,Cnidaria,Hexacorallia,Actiniaria,Amphianthidae,Stephanauge,Stephanauge nexilis,1460104,BOLD:ABV1102,multiple,multiple,OZ240567,NA,VMEFC359-25
FC-22-165-01,165,14,Polymastia hemisphaerica,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia hemisphaerica,3295023,0,0,0,Polymastia hemisphaerica,100,Polymastia hemisphaerica,100,NA,NA,NA,Porifera,Demospongiae,Polymastiida,Polymastiidae,Polymastia,Polymastia hemisphaerica,3295023,BOLD:ACQ6272,concordant,multiple,OZ240568,NA,VMEFC360-25
FC-22-168-01,168,9,Phakellia sp.,Porifera,Demospongiae,Bubarida,Bubaridae,Phakellia,NA,85813,LTR,LTR,LTR,Axinella infundibuliformis ,100,Axinella infundibuliformis ,100,NA,NA,Axinella arctica,Porifera,Demospongiae,Axinellida,Axinellidae,Axinella,Axinella arctica,2610173,BOLD:ACB5060,multiple,morphological,OZ240569,NA,VMEFC361-25
